 Monthly_Income , Total_outstanding_loans ,Defaulter
" $10,010.00 "," $153,037.00 ",NO
" $10,018.00 "," $258,528.00 ",NO
" $10,024.00 "," $82,699.00 ",NO
" $10,025.00 "," $490,178.00 ",NO
" $10,028.00 "," $87,062.00 ",NO
" $10,028.00 "," $304,679.00 ",NO
" $10,031.00 "," $186,885.00 ",NO
" $10,033.00 "," $56,285.00 ",NO
" $10,034.00 "," $285,188.00 ",NO
" $10,036.00 "," $37,086.00 ",NO
" $10,037.00 "," $257,136.00 ",NO
" $10,038.00 "," $150,088.00 ",NO
" $10,039.00 "," $264,288.00 ",NO
" $10,041.00 "," $245,824.00 ",NO
" $10,046.00 "," $150,290.00 ",NO
" $10,049.00 "," $150,408.00 ",NO
" $10,050.00 "," $128,482.00 ",NO
" $10,052.00 "," $426,428.00 ",NO
" $10,054.00 "," $148,389.00 ",NO
" $10,054.00 "," $243,054.00 ",NO
" $10,055.00 "," $57,276.00 ",NO
" $10,056.00 "," $267,670.00 ",NO
" $10,058.00 "," $36,198.00 ",NO
" $10,059.00 "," $222,862.00 ",NO
" $10,067.00 "," $302,571.00 ",NO
" $10,072.00 "," $324,513.00 ",NO
" $10,074.00 "," $188,598.00 ",NO
" $10,075.00 "," $284,402.00 ",NO
" $10,076.00 "," $103,688.00 ",NO
" $10,076.00 "," $439,810.00 ",NO
" $10,083.00 "," $483,115.00 ",NO
" $10,090.00 "," $172,331.00 ",NO
" $10,090.00 "," $230,064.00 ",NO
" $10,095.00 "," $32,975.00 ",NO
" $10,096.00 "," $189,962.00 ",NO
" $10,106.00 "," $176,378.00 ",NO
" $10,106.00 "," $357,591.00 ",NO
" $10,114.00 "," $317,710.00 ",NO
" $10,115.00 "," $393,399.00 ",NO
" $10,117.00 "," $450,960.00 ",NO
" $10,121.00 "," $290,860.00 ",NO
" $10,123.00 "," $220,907.00 ",NO
" $10,124.00 "," $133,032.00 ",NO
" $10,126.00 "," $72,333.00 ",NO
" $10,127.00 "," $360,086.00 ",NO
" $10,127.00 "," $247,307.00 ",NO
" $10,129.00 "," $105,363.00 ",NO
" $10,129.00 "," $403,898.00 ",NO
" $10,130.00 "," $261,829.00 ",NO
" $10,133.00 "," $368,813.00 ",NO
" $10,135.00 "," $477,634.00 ",NO
" $10,140.00 "," $426,521.00 ",NO
" $10,144.00 "," $196,923.00 ",NO
" $10,144.00 "," $341,900.00 ",NO
" $10,145.00 "," $344,482.00 ",NO
" $10,146.00 "," $218,635.00 ",NO
" $10,151.00 "," $262,128.00 ",NO
" $10,151.00 "," $204,724.00 ",NO
" $10,153.00 "," $343,060.00 ",NO
" $10,153.00 "," $363,133.00 ",NO
" $10,156.00 "," $339,298.00 ",NO
" $10,157.00 "," $338,841.00 ",NO
" $10,163.00 "," $442,076.00 ",NO
" $10,172.00 "," $101,466.00 ",NO
" $10,173.00 "," $384,266.00 ",NO
" $10,174.00 "," $155,092.00 ",NO
" $10,176.00 "," $179,301.00 ",NO
" $10,177.00 "," $264,205.00 ",NO
" $10,177.00 "," $60,209.00 ",NO
" $10,178.00 "," $157,841.00 ",NO
" $10,180.00 "," $407,980.00 ",NO
" $10,186.00 "," $354,977.00 ",NO
" $10,188.00 "," $266,861.00 ",NO
" $10,189.00 "," $78,976.00 ",NO
" $10,190.00 "," $222,572.00 ",NO
" $10,193.00 "," $60,569.00 ",NO
" $10,197.00 "," $465,509.00 ",NO
" $10,198.00 "," $297,386.00 ",NO
" $10,200.00 "," $46,675.00 ",NO
" $10,200.00 "," $446,080.00 ",NO
" $10,202.00 "," $81,274.00 ",NO
" $10,203.00 "," $90,395.00 ",NO
" $10,204.00 "," $394,173.00 ",NO
" $10,211.00 "," $161,567.00 ",NO
" $10,215.00 "," $287,149.00 ",NO
" $10,220.00 "," $114,061.00 ",NO
" $10,221.00 "," $90,424.00 ",NO
" $10,229.00 "," $156,462.00 ",NO
" $10,230.00 "," $495,099.00 ",NO
" $10,233.00 "," $403,189.00 ",NO
" $10,236.00 "," $206,068.00 ",NO
" $10,240.00 "," $112,552.00 ",NO
" $10,241.00 "," $26,558.00 ",NO
" $10,242.00 "," $119,753.00 ",NO
" $10,244.00 "," $461,688.00 ",NO
" $10,245.00 "," $234,900.00 ",NO
" $10,247.00 "," $161,653.00 ",NO
" $10,249.00 "," $448,859.00 ",NO
" $10,250.00 "," $209,557.00 ",NO
" $10,253.00 "," $262,010.00 ",NO
" $10,258.00 "," $187,252.00 ",NO
" $10,260.00 "," $14,397.00 ",NO
" $10,262.00 "," $482,488.00 ",NO
" $10,265.00 "," $112,958.00 ",NO
" $10,269.00 "," $440,199.00 ",NO
" $10,272.00 "," $42,192.00 ",NO
" $10,272.00 "," $174,593.00 ",NO
" $10,275.00 "," $379,354.00 ",NO
" $10,281.00 "," $37,905.00 ",NO
" $10,281.00 "," $233,771.00 ",NO
" $10,281.00 "," $19,302.00 ",NO
" $10,284.00 "," $304,886.00 ",NO
" $10,287.00 "," $497,236.00 ",YES
" $10,294.00 "," $155,355.00 ",NO
" $10,294.00 "," $237,196.00 ",NO
" $10,297.00 "," $381,080.00 ",NO
" $10,297.00 "," $74,422.00 ",NO
" $10,297.00 "," $430,279.00 ",NO
" $10,298.00 "," $77,989.00 ",NO
" $10,302.00 "," $127,709.00 ",NO
" $10,302.00 "," $44,635.00 ",NO
" $10,313.00 "," $135,805.00 ",NO
" $10,314.00 "," $333,155.00 ",NO
" $10,316.00 "," $332,204.00 ",NO
" $10,319.00 "," $270,206.00 ",NO
" $10,320.00 "," $185,836.00 ",NO
" $10,320.00 "," $274,387.00 ",NO
" $10,322.00 "," $113,059.00 ",NO
" $10,328.00 "," $152,315.00 ",NO
" $10,328.00 "," $447,699.00 ",NO
" $10,332.00 "," $360,440.00 ",NO
" $10,333.00 "," $498,525.00 ",YES
" $10,333.00 "," $30,610.00 ",NO
" $10,335.00 "," $311,098.00 ",NO
" $10,335.00 "," $58,388.00 ",NO
" $10,337.00 "," $120,649.00 ",NO
" $10,338.00 "," $303,963.00 ",NO
" $10,339.00 "," $492,405.00 ",NO
" $10,341.00 "," $316,359.00 ",NO
" $10,344.00 "," $141,071.00 ",NO
" $10,344.00 "," $100,771.00 ",NO
" $10,345.00 "," $325,853.00 ",NO
" $10,347.00 "," $316,083.00 ",NO
" $10,347.00 "," $187,698.00 ",NO
" $10,353.00 "," $74,848.00 ",NO
" $10,359.00 "," $168,616.00 ",NO
" $10,359.00 "," $148,128.00 ",NO
" $10,360.00 "," $213,118.00 ",NO
" $10,360.00 "," $130,598.00 ",NO
" $10,360.00 "," $482,314.00 ",NO
" $10,362.00 "," $441,120.00 ",NO
" $10,362.00 "," $471,381.00 ",NO
" $10,362.00 "," $296,885.00 ",NO
" $10,363.00 "," $367,384.00 ",NO
" $10,363.00 "," $54,129.00 ",NO
" $10,370.00 "," $230,937.00 ",NO
" $10,374.00 "," $79,206.00 ",NO
" $10,374.00 "," $491,957.00 ",NO
" $10,376.00 "," $157,732.00 ",NO
" $10,379.00 "," $377,133.00 ",NO
" $10,380.00 "," $349,826.00 ",NO
" $10,384.00 "," $94,973.00 ",NO
" $10,385.00 "," $347,127.00 ",NO
" $10,387.00 "," $175,171.00 ",NO
" $10,390.00 "," $224,771.00 ",NO
" $10,395.00 "," $140,808.00 ",NO
" $10,399.00 "," $455,110.00 ",NO
" $10,419.00 "," $343,722.00 ",NO
" $10,421.00 "," $49,548.00 ",NO
" $10,422.00 "," $41,990.00 ",NO
" $10,422.00 "," $131,015.00 ",NO
" $10,430.00 "," $73,130.00 ",NO
" $10,437.00 "," $384,019.00 ",NO
" $10,440.00 "," $369,961.00 ",NO
" $10,440.00 "," $368,428.00 ",NO
" $10,442.00 "," $296,452.00 ",NO
" $10,442.00 "," $237,101.00 ",NO
" $10,447.00 "," $276,046.00 ",NO
" $10,455.00 "," $492,310.00 ",NO
" $10,455.00 "," $297,715.00 ",NO
" $10,457.00 "," $486,592.00 ",NO
" $10,459.00 "," $448,476.00 ",NO
" $10,462.00 "," $194,956.00 ",NO
" $10,465.00 "," $350,599.00 ",NO
" $10,469.00 "," $204,451.00 ",NO
" $10,473.00 "," $359,237.00 ",NO
" $10,473.00 "," $17,854.00 ",NO
" $10,475.00 "," $460,817.00 ",NO
" $10,476.00 "," $467,767.00 ",NO
" $10,477.00 "," $88,747.00 ",NO
" $10,489.00 "," $219,394.00 ",NO
" $10,494.00 "," $273,671.00 ",NO
" $10,494.00 "," $432,572.00 ",NO
" $10,499.00 "," $476,920.00 ",NO
" $10,499.00 "," $460,121.00 ",NO
" $10,508.00 "," $394,184.00 ",NO
" $10,510.00 "," $250,581.00 ",NO
" $10,515.00 "," $484,684.00 ",NO
" $10,515.00 "," $51,172.00 ",NO
" $10,516.00 "," $237,244.00 ",NO
" $10,517.00 "," $51,633.00 ",NO
" $10,519.00 "," $12,733.00 ",NO
" $10,526.00 "," $413,744.00 ",NO
" $10,529.00 "," $161,034.00 ",NO
" $10,531.00 "," $388,594.00 ",NO
" $10,533.00 "," $355,739.00 ",NO
" $10,537.00 "," $133,014.00 ",NO
" $10,538.00 "," $351,859.00 ",NO
" $10,540.00 "," $458,959.00 ",NO
" $10,547.00 "," $34,054.00 ",NO
" $10,552.00 "," $159,013.00 ",NO
" $10,560.00 "," $444,208.00 ",NO
" $10,562.00 "," $277,625.00 ",NO
" $10,571.00 "," $450,291.00 ",NO
" $10,574.00 "," $31,751.00 ",NO
" $10,576.00 "," $442,373.00 ",NO
" $10,577.00 "," $76,561.00 ",NO
" $10,583.00 "," $191,670.00 ",NO
" $10,587.00 "," $69,448.00 ",NO
" $10,588.00 "," $79,584.00 ",NO
" $10,593.00 "," $130,735.00 ",NO
" $10,596.00 "," $143,728.00 ",NO
" $10,601.00 "," $271,751.00 ",NO
" $10,602.00 "," $53,451.00 ",NO
" $10,602.00 "," $145,270.00 ",NO
" $10,602.00 "," $10,084.00 ",NO
" $10,604.00 "," $112,877.00 ",NO
" $10,605.00 "," $384,526.00 ",NO
" $10,608.00 "," $497,998.00 ",YES
" $10,613.00 "," $176,995.00 ",NO
" $10,620.00 "," $61,652.00 ",NO
" $10,622.00 "," $67,843.00 ",NO
" $10,624.00 "," $347,929.00 ",NO
" $10,625.00 "," $428,762.00 ",NO
" $10,626.00 "," $268,247.00 ",NO
" $10,628.00 "," $333,963.00 ",NO
" $10,630.00 "," $217,900.00 ",NO
" $10,634.00 "," $32,668.00 ",NO
" $10,637.00 "," $208,101.00 ",NO
" $10,640.00 "," $390,231.00 ",NO
" $10,640.00 "," $209,024.00 ",NO
" $10,641.00 "," $346,328.00 ",NO
" $10,641.00 "," $381,425.00 ",NO
" $10,645.00 "," $433,415.00 ",NO
" $10,650.00 "," $263,662.00 ",NO
" $10,655.00 "," $42,627.00 ",NO
" $10,656.00 "," $474,764.00 ",NO
" $10,657.00 "," $211,763.00 ",NO
" $10,658.00 "," $43,586.00 ",NO
" $10,662.00 "," $426,347.00 ",NO
" $10,662.00 "," $305,658.00 ",NO
" $10,663.00 "," $451,394.00 ",NO
" $10,665.00 "," $471,992.00 ",NO
" $10,666.00 "," $250,156.00 ",NO
" $10,668.00 "," $403,276.00 ",NO
" $10,669.00 "," $297,843.00 ",NO
" $10,669.00 "," $315,838.00 ",NO
" $10,672.00 "," $247,675.00 ",NO
" $10,674.00 "," $32,575.00 ",NO
" $10,676.00 "," $377,814.00 ",NO
" $10,678.00 "," $333,788.00 ",NO
" $10,679.00 "," $258,334.00 ",NO
" $10,679.00 "," $249,863.00 ",NO
" $10,684.00 "," $451,480.00 ",NO
" $10,687.00 "," $486,241.00 ",NO
" $10,688.00 "," $270,672.00 ",NO
" $10,690.00 "," $250,840.00 ",NO
" $10,691.00 "," $340,090.00 ",NO
" $10,708.00 "," $207,490.00 ",NO
" $10,710.00 "," $338,101.00 ",NO
" $10,719.00 "," $328,798.00 ",NO
" $10,730.00 "," $107,258.00 ",NO
" $10,736.00 "," $59,873.00 ",NO
" $10,737.00 "," $320,662.00 ",NO
" $10,737.00 "," $299,296.00 ",NO
" $10,739.00 "," $365,685.00 ",NO
" $10,742.00 "," $44,378.00 ",NO
" $10,743.00 "," $109,570.00 ",NO
" $10,744.00 "," $37,250.00 ",NO
" $10,745.00 "," $128,731.00 ",NO
" $10,747.00 "," $185,139.00 ",NO
" $10,750.00 "," $102,590.00 ",NO
" $10,750.00 "," $384,352.00 ",NO
" $10,754.00 "," $73,206.00 ",NO
" $10,762.00 "," $472,594.00 ",NO
" $10,763.00 "," $312,771.00 ",NO
" $10,764.00 "," $99,086.00 ",NO
" $10,767.00 "," $291,402.00 ",NO
" $10,772.00 "," $101,228.00 ",NO
" $10,773.00 "," $166,061.00 ",NO
" $10,774.00 "," $283,156.00 ",NO
" $10,774.00 "," $44,241.00 ",NO
" $10,774.00 "," $388,919.00 ",NO
" $10,779.00 "," $485,703.00 ",NO
" $10,779.00 "," $207,427.00 ",NO
" $10,780.00 "," $26,632.00 ",NO
" $10,790.00 "," $245,589.00 ",NO
" $10,791.00 "," $133,510.00 ",NO
" $10,792.00 "," $10,107.00 ",NO
" $10,793.00 "," $127,217.00 ",NO
" $10,793.00 "," $25,756.00 ",NO
" $10,796.00 "," $123,484.00 ",NO
" $10,797.00 "," $254,357.00 ",NO
" $10,797.00 "," $25,133.00 ",NO
" $10,800.00 "," $151,928.00 ",NO
" $10,801.00 "," $498,615.00 ",YES
" $10,808.00 "," $99,074.00 ",NO
" $10,809.00 "," $250,798.00 ",NO
" $10,810.00 "," $398,756.00 ",NO
" $10,810.00 "," $33,231.00 ",NO
" $10,811.00 "," $10,229.00 ",NO
" $10,811.00 "," $416,726.00 ",NO
" $10,813.00 "," $324,463.00 ",NO
" $10,814.00 "," $102,402.00 ",NO
" $10,814.00 "," $119,213.00 ",NO
" $10,815.00 "," $211,930.00 ",NO
" $10,815.00 "," $98,567.00 ",NO
" $10,815.00 "," $128,334.00 ",NO
" $10,817.00 "," $406,067.00 ",NO
" $10,820.00 "," $357,368.00 ",NO
" $10,828.00 "," $150,347.00 ",NO
" $10,830.00 "," $468,094.00 ",NO
" $10,838.00 "," $366,452.00 ",NO
" $10,840.00 "," $170,305.00 ",NO
" $10,841.00 "," $319,283.00 ",NO
" $10,844.00 "," $107,228.00 ",NO
" $10,846.00 "," $231,250.00 ",NO
" $10,854.00 "," $86,037.00 ",NO
" $10,854.00 "," $469,561.00 ",NO
" $10,858.00 "," $470,726.00 ",NO
" $10,859.00 "," $216,604.00 ",NO
" $10,860.00 "," $368,867.00 ",NO
" $10,867.00 "," $61,914.00 ",NO
" $10,868.00 "," $371,398.00 ",NO
" $10,873.00 "," $88,539.00 ",NO
" $10,879.00 "," $157,401.00 ",NO
" $10,880.00 "," $445,511.00 ",NO
" $10,881.00 "," $248,008.00 ",NO
" $10,885.00 "," $320,832.00 ",NO
" $10,888.00 "," $67,219.00 ",NO
" $10,889.00 "," $237,656.00 ",NO
" $10,892.00 "," $33,030.00 ",NO
" $10,893.00 "," $97,305.00 ",NO
" $10,903.00 "," $223,821.00 ",NO
" $10,905.00 "," $121,414.00 ",NO
" $10,907.00 "," $91,652.00 ",NO
" $10,913.00 "," $110,075.00 ",NO
" $10,916.00 "," $22,752.00 ",NO
" $10,921.00 "," $209,133.00 ",NO
" $10,926.00 "," $469,573.00 ",NO
" $10,929.00 "," $263,342.00 ",NO
" $10,931.00 "," $72,865.00 ",NO
" $10,941.00 "," $426,262.00 ",NO
" $10,942.00 "," $408,127.00 ",NO
" $10,943.00 "," $72,752.00 ",NO
" $10,949.00 "," $306,420.00 ",NO
" $10,949.00 "," $401,653.00 ",NO
" $10,950.00 "," $360,921.00 ",NO
" $10,953.00 "," $259,486.00 ",NO
" $10,956.00 "," $327,434.00 ",NO
" $10,956.00 "," $379,244.00 ",NO
" $10,956.00 "," $323,642.00 ",NO
" $10,968.00 "," $364,858.00 ",NO
" $10,968.00 "," $204,345.00 ",NO
" $10,970.00 "," $307,471.00 ",NO
" $10,970.00 "," $47,122.00 ",NO
" $10,970.00 "," $128,607.00 ",NO
" $10,973.00 "," $378,080.00 ",NO
" $10,980.00 "," $63,025.00 ",NO
" $10,980.00 "," $287,759.00 ",NO
" $10,986.00 "," $251,757.00 ",NO
" $10,988.00 "," $284,867.00 ",NO
" $10,989.00 "," $381,257.00 ",NO
" $10,989.00 "," $368,391.00 ",NO
" $11,001.00 "," $261,572.00 ",NO
" $11,001.00 "," $263,646.00 ",NO
" $11,001.00 "," $53,558.00 ",NO
" $11,010.00 "," $80,277.00 ",NO
" $11,011.00 "," $381,198.00 ",NO
" $11,015.00 "," $274,400.00 ",NO
" $11,017.00 "," $57,282.00 ",NO
" $11,018.00 "," $46,611.00 ",NO
" $11,025.00 "," $287,711.00 ",NO
" $11,027.00 "," $419,338.00 ",NO
" $11,028.00 "," $336,378.00 ",NO
" $11,029.00 "," $365,155.00 ",NO
" $11,034.00 "," $229,643.00 ",NO
" $11,035.00 "," $489,455.00 ",NO
" $11,035.00 "," $239,241.00 ",NO
" $11,038.00 "," $499,495.00 ",YES
" $11,039.00 "," $81,517.00 ",NO
" $11,040.00 "," $384,729.00 ",NO
" $11,048.00 "," $142,453.00 ",NO
" $11,049.00 "," $71,650.00 ",NO
" $11,053.00 "," $189,737.00 ",NO
" $11,055.00 "," $454,553.00 ",NO
" $11,067.00 "," $124,744.00 ",NO
" $11,067.00 "," $244,612.00 ",NO
" $11,069.00 "," $405,134.00 ",NO
" $11,071.00 "," $191,602.00 ",NO
" $11,072.00 "," $73,999.00 ",NO
" $11,073.00 "," $215,217.00 ",NO
" $11,074.00 "," $337,100.00 ",NO
" $11,075.00 "," $260,230.00 ",NO
" $11,076.00 "," $133,295.00 ",NO
" $11,078.00 "," $180,447.00 ",NO
" $11,081.00 "," $81,142.00 ",NO
" $11,083.00 "," $334,655.00 ",NO
" $11,084.00 "," $212,720.00 ",NO
" $11,087.00 "," $126,967.00 ",NO
" $11,088.00 "," $20,256.00 ",NO
" $11,092.00 "," $327,324.00 ",NO
" $11,093.00 "," $273,518.00 ",NO
" $11,094.00 "," $405,198.00 ",NO
" $11,094.00 "," $117,924.00 ",NO
" $11,097.00 "," $372,506.00 ",NO
" $11,104.00 "," $111,546.00 ",NO
" $11,105.00 "," $50,996.00 ",NO
" $11,106.00 "," $484,532.00 ",NO
" $11,108.00 "," $160,796.00 ",NO
" $11,108.00 "," $237,078.00 ",NO
" $11,110.00 "," $292,812.00 ",NO
" $11,116.00 "," $152,592.00 ",NO
" $11,121.00 "," $428,961.00 ",NO
" $11,124.00 "," $343,293.00 ",NO
" $11,130.00 "," $437,243.00 ",NO
" $11,131.00 "," $484,175.00 ",NO
" $11,133.00 "," $133,565.00 ",NO
" $11,135.00 "," $56,571.00 ",NO
" $11,139.00 "," $311,889.00 ",NO
" $11,141.00 "," $125,603.00 ",NO
" $11,149.00 "," $375,982.00 ",NO
" $11,153.00 "," $332,237.00 ",NO
" $11,154.00 "," $341,575.00 ",NO
" $11,155.00 "," $175,029.00 ",NO
" $11,158.00 "," $480,975.00 ",NO
" $11,159.00 "," $99,184.00 ",NO
" $11,159.00 "," $153,512.00 ",NO
" $11,172.00 "," $433,782.00 ",NO
" $11,182.00 "," $370,140.00 ",NO
" $11,183.00 "," $361,945.00 ",NO
" $11,185.00 "," $153,705.00 ",NO
" $11,186.00 "," $203,405.00 ",NO
" $11,191.00 "," $212,906.00 ",NO
" $11,191.00 "," $161,873.00 ",NO
" $11,192.00 "," $449,763.00 ",NO
" $11,195.00 "," $238,868.00 ",NO
" $11,196.00 "," $76,401.00 ",NO
" $11,197.00 "," $195,231.00 ",NO
" $11,199.00 "," $241,708.00 ",NO
" $11,203.00 "," $141,300.00 ",NO
" $11,210.00 "," $498,238.00 ",YES
" $11,213.00 "," $373,134.00 ",NO
" $11,213.00 "," $45,537.00 ",NO
" $11,220.00 "," $255,020.00 ",NO
" $11,220.00 "," $220,220.00 ",NO
" $11,223.00 "," $427,747.00 ",NO
" $11,223.00 "," $349,396.00 ",NO
" $11,227.00 "," $448,589.00 ",NO
" $11,228.00 "," $373,712.00 ",NO
" $11,229.00 "," $12,070.00 ",NO
" $11,241.00 "," $168,054.00 ",NO
" $11,242.00 "," $43,212.00 ",NO
" $11,246.00 "," $72,466.00 ",NO
" $11,258.00 "," $186,404.00 ",NO
" $11,262.00 "," $474,109.00 ",NO
" $11,264.00 "," $231,561.00 ",NO
" $11,272.00 "," $156,509.00 ",NO
" $11,275.00 "," $444,011.00 ",NO
" $11,280.00 "," $77,265.00 ",NO
" $11,284.00 "," $198,567.00 ",NO
" $11,286.00 "," $35,045.00 ",NO
" $11,286.00 "," $286,513.00 ",NO
" $11,288.00 "," $452,715.00 ",NO
" $11,290.00 "," $17,306.00 ",NO
" $11,297.00 "," $218,781.00 ",NO
" $11,299.00 "," $79,744.00 ",NO
" $11,299.00 "," $436,366.00 ",NO
" $11,308.00 "," $486,450.00 ",NO
" $11,312.00 "," $456,984.00 ",NO
" $11,312.00 "," $269,116.00 ",NO
" $11,316.00 "," $426,621.00 ",NO
" $11,318.00 "," $267,402.00 ",NO
" $11,318.00 "," $69,895.00 ",NO
" $11,319.00 "," $87,638.00 ",NO
" $11,319.00 "," $293,775.00 ",NO
" $11,329.00 "," $129,645.00 ",NO
" $11,334.00 "," $371,532.00 ",NO
" $11,334.00 "," $206,965.00 ",NO
" $11,339.00 "," $81,921.00 ",NO
" $11,340.00 "," $265,453.00 ",NO
" $11,343.00 "," $406,131.00 ",NO
" $11,343.00 "," $38,905.00 ",NO
" $11,346.00 "," $194,397.00 ",NO
" $11,356.00 "," $120,161.00 ",NO
" $11,372.00 "," $296,801.00 ",NO
" $11,374.00 "," $33,827.00 ",NO
" $11,374.00 "," $171,709.00 ",NO
" $11,377.00 "," $130,059.00 ",NO
" $11,380.00 "," $124,429.00 ",NO
" $11,386.00 "," $100,634.00 ",NO
" $11,387.00 "," $471,755.00 ",NO
" $11,388.00 "," $286,968.00 ",NO
" $11,391.00 "," $282,531.00 ",NO
" $11,400.00 "," $453,040.00 ",NO
" $11,400.00 "," $423,477.00 ",NO
" $11,407.00 "," $243,332.00 ",NO
" $11,411.00 "," $322,176.00 ",NO
" $11,412.00 "," $438,678.00 ",NO
" $11,416.00 "," $136,769.00 ",NO
" $11,419.00 "," $43,396.00 ",NO
" $11,419.00 "," $420,441.00 ",NO
" $11,425.00 "," $143,467.00 ",NO
" $11,428.00 "," $333,577.00 ",NO
" $11,434.00 "," $207,146.00 ",NO
" $11,441.00 "," $334,563.00 ",NO
" $11,443.00 "," $180,906.00 ",NO
" $11,447.00 "," $97,053.00 ",NO
" $11,448.00 "," $105,572.00 ",NO
" $11,449.00 "," $323,355.00 ",NO
" $11,449.00 "," $421,538.00 ",NO
" $11,450.00 "," $24,493.00 ",NO
" $11,460.00 "," $221,139.00 ",NO
" $11,460.00 "," $482,020.00 ",NO
" $11,461.00 "," $103,052.00 ",NO
" $11,463.00 "," $374,786.00 ",NO
" $11,472.00 "," $29,476.00 ",NO
" $11,475.00 "," $70,682.00 ",NO
" $11,482.00 "," $116,860.00 ",NO
" $11,482.00 "," $128,187.00 ",NO
" $11,484.00 "," $145,156.00 ",NO
" $11,491.00 "," $263,098.00 ",NO
" $11,493.00 "," $93,179.00 ",NO
" $11,500.00 "," $460,358.00 ",NO
" $11,503.00 "," $79,275.00 ",NO
" $11,503.00 "," $439,035.00 ",NO
" $11,504.00 "," $375,728.00 ",NO
" $11,505.00 "," $235,221.00 ",NO
" $11,509.00 "," $425,288.00 ",NO
" $11,515.00 "," $425,916.00 ",NO
" $11,519.00 "," $40,909.00 ",NO
" $11,521.00 "," $424,641.00 ",NO
" $11,522.00 "," $239,538.00 ",NO
" $11,522.00 "," $368,817.00 ",NO
" $11,526.00 "," $478,703.00 ",NO
" $11,526.00 "," $345,034.00 ",NO
" $11,527.00 "," $356,025.00 ",NO
" $11,527.00 "," $295,574.00 ",NO
" $11,531.00 "," $217,716.00 ",NO
" $11,536.00 "," $471,647.00 ",NO
" $11,538.00 "," $411,128.00 ",NO
" $11,539.00 "," $198,073.00 ",NO
" $11,541.00 "," $79,942.00 ",NO
" $11,543.00 "," $263,454.00 ",NO
" $11,543.00 "," $239,963.00 ",NO
" $11,555.00 "," $31,047.00 ",NO
" $11,557.00 "," $269,147.00 ",NO
" $11,557.00 "," $331,428.00 ",NO
" $11,558.00 "," $412,392.00 ",NO
" $11,564.00 "," $306,992.00 ",NO
" $11,565.00 "," $348,074.00 ",NO
" $11,566.00 "," $172,929.00 ",NO
" $11,568.00 "," $71,736.00 ",NO
" $11,571.00 "," $288,179.00 ",NO
" $11,573.00 "," $370,056.00 ",NO
" $11,575.00 "," $134,072.00 ",NO
" $11,575.00 "," $490,304.00 ",NO
" $11,577.00 "," $48,087.00 ",NO
" $11,578.00 "," $176,736.00 ",NO
" $11,578.00 "," $38,567.00 ",NO
" $11,583.00 "," $164,303.00 ",NO
" $11,587.00 "," $336,616.00 ",NO
" $11,590.00 "," $349,302.00 ",NO
" $11,593.00 "," $484,096.00 ",NO
" $11,595.00 "," $282,421.00 ",NO
" $11,598.00 "," $459,825.00 ",NO
" $11,601.00 "," $494,385.00 ",NO
" $11,603.00 "," $203,928.00 ",NO
" $11,603.00 "," $471,388.00 ",NO
" $11,614.00 "," $219,331.00 ",NO
" $11,619.00 "," $138,498.00 ",NO
" $11,625.00 "," $70,590.00 ",NO
" $11,629.00 "," $499,040.00 ",NO
" $11,635.00 "," $289,990.00 ",NO
" $11,649.00 "," $236,024.00 ",NO
" $11,650.00 "," $296,489.00 ",NO
" $11,650.00 "," $138,837.00 ",NO
" $11,653.00 "," $322,378.00 ",NO
" $11,654.00 "," $356,772.00 ",NO
" $11,660.00 "," $64,294.00 ",NO
" $11,660.00 "," $421,616.00 ",NO
" $11,662.00 "," $370,126.00 ",NO
" $11,662.00 "," $254,906.00 ",NO
" $11,666.00 "," $430,213.00 ",NO
" $11,667.00 "," $66,511.00 ",NO
" $11,670.00 "," $181,535.00 ",NO
" $11,670.00 "," $290,180.00 ",NO
" $11,673.00 "," $183,392.00 ",NO
" $11,675.00 "," $370,462.00 ",NO
" $11,676.00 "," $398,293.00 ",NO
" $11,679.00 "," $299,677.00 ",NO
" $11,684.00 "," $94,795.00 ",NO
" $11,688.00 "," $211,618.00 ",NO
" $11,690.00 "," $98,982.00 ",NO
" $11,691.00 "," $181,009.00 ",NO
" $11,693.00 "," $42,766.00 ",NO
" $11,697.00 "," $343,223.00 ",NO
" $11,706.00 "," $414,229.00 ",NO
" $11,709.00 "," $159,630.00 ",NO
" $11,710.00 "," $440,823.00 ",NO
" $11,710.00 "," $277,176.00 ",NO
" $11,715.00 "," $242,631.00 ",NO
" $11,716.00 "," $208,742.00 ",NO
" $11,719.00 "," $242,676.00 ",NO
" $11,723.00 "," $165,435.00 ",NO
" $11,730.00 "," $187,650.00 ",NO
" $11,732.00 "," $397,051.00 ",NO
" $11,733.00 "," $486,257.00 ",NO
" $11,737.00 "," $163,602.00 ",NO
" $11,738.00 "," $21,694.00 ",NO
" $11,739.00 "," $311,348.00 ",NO
" $11,741.00 "," $186,785.00 ",NO
" $11,744.00 "," $498,251.00 ",NO
" $11,745.00 "," $11,039.00 ",NO
" $11,749.00 "," $497,092.00 ",NO
" $11,752.00 "," $302,200.00 ",NO
" $11,752.00 "," $59,153.00 ",NO
" $11,754.00 "," $338,845.00 ",NO
" $11,762.00 "," $63,367.00 ",NO
" $11,764.00 "," $322,936.00 ",NO
" $11,766.00 "," $408,855.00 ",NO
" $11,770.00 "," $260,494.00 ",NO
" $11,771.00 "," $38,971.00 ",NO
" $11,773.00 "," $267,950.00 ",NO
" $11,773.00 "," $272,157.00 ",NO
